member_id,constituency,date_of_birth,days_service,first_start_date,gender,list_name,party
172,Hackney North and Stoke Newington,1953-09-27,6433,1987-06-11,F,"Abbott, Ms Diane",Labour
645,Belfast West,1948-10-06,6047,1983-06-09,M,"Adams, Mr Gerry",Sinn Féin
631,Paisley North,1947-12-27,5166,1990-11-29,F,"Adams of Craigielea, B.",Labour
537,Carmarthen West and South Pembrokeshire,1949-10-24,4693,1992-04-09,M,"Ainger, Nick",Labour
306,Coventry North East,1952-06-19,4693,1992-04-09,M,"Ainsworth, Mr Bob",Labour
99,East Surrey,1956-11-16,4693,1992-04-09,M,"Ainsworth, Mr Peter",Conservative
632,Paisley South,1967-10-26,2679,1997-11-06,M,"Alexander, Mr Douglas",Labour
397,"Sheffield, Hallam",1966-02-11,2868,1997-05-01,M,"Allan of Hallam, L.",Liberal Democrat
364,Nottingham North,1953-01-11,6433,1987-06-11,M,"Allen, Mr Graham",Labour
44,Southend West,1952-03-26,7872,1983-06-09,M,"Amess, Sir David",Conservative
475,Rossendale and Darwen,1949-12-06,4693,1992-04-09,F,"Anderson, Janet",Labour
568,Swansea East,1939-06-17,12503,1966-03-31,M,"Anderson of Swansea, L.",Labour
56,North East Hampshire,1952-08-04,6433,1987-06-11,M,"Arbuthnot of Edrom, L.",Conservative
4150,North West Durham,1945-11-30,6433,1987-06-11,F,"Armstrong of Hill Top, B.",Labour
224,Falmouth and Camborne,1955-09-21,2868,1997-05-01,F,"Atherton, Ms Candy",Labour
284,Staffordshire Moorlands,1950-09-24,2868,1997-05-01,F,"Atkins, Charlotte",Labour
240,Bournemouth East,1940-03-24,9842,1977-11-24,M,"Atkinson, Mr David",Conservative
515,Hexham,1943-01-19,4693,1992-04-09,M,"Atkinson, Mr Peter",Conservative
168,Erith and Thamesmead,1944-08-21,4693,1992-04-09,M,"Austin, John",Labour
1451,South Norfolk,1962-12-03,1394,2001-06-07,M,"Bacon, Mr Richard",Conservative
320,West Bromwich West,1945-12-11,1566,2000-11-23,M,"Bailey, Mr Adrian",Labour
1445,Redcar,1950-02-13,1394,2001-06-07,F,"Baird, Vera",Labour
28,Lewes,1957-07-26,2868,1997-05-01,M,"Baker, Norman",Liberal Democrat
93,Banbury,1950-07-10,7872,1983-06-09,M,"Baldry, Sir Tony",Conservative
4149,North Antrim,1926-04-06,12481,1970-06-18,M,"Bannside, L.",Democratic Unionist Party
1389,Bexhill and Battle,1966-03-08,1394,2001-06-07,M,"Barker of Battle, L.",Conservative
331,North East Derbyshire,1936-07-22,6433,1987-06-11,M,"Barnes, Mr Harry",Labour
1390,Billericay,1959-06-21,1394,2001-06-07,M,"Baron, Mr John",Conservative
1412,Edinburgh West,1954-02-11,1394,2001-06-07,M,"Barrett, John",Liberal Democrat
392,Rother Valley,1946-10-26,7872,1983-06-09,M,"Barron, Sir Kevin",Labour
417,Leeds West,1951-04-26,6433,1987-06-11,M,"Battle, John",Labour
385,City of York,1952-01-09,4693,1992-04-09,M,"Bayley, Sir Hugh",Labour
144,Bexleyheath and Crayford,1936-10-10,2868,1997-05-01,M,"Beard, Mr Nigel",Labour
328,Derby South,1943-01-15,9512,1974-10-10,F,"Beckett, Margaret",Labour
572,Aberdeen South,1955-12-06,2868,1997-05-01,F,"Begg, Dame Anne",Labour
646,East Antrim,1936-02-20,7835,1983-06-09,M,"Beggs, Mr Roy",Ulster Unionist Party
513,Berwick-upon-Tweed,1943-04-20,11279,1973-11-08,M,"Beith, L.",Liberal Democrat
501,Middlesbrough,1938-05-16,7872,1983-06-09,M,"Bell, Sir Stuart",Labour
1441,North West Norfolk,1955-03-29,6398,1983-06-09,M,"Bellingham, Sir Henry",Conservative
413,Leeds Central,1953-11-26,2098,1999-06-10,M,"Benn, Hilary",Labour
443,Denton and Reddish,1939-03-09,11187,1974-02-28,M,"Bennett, Andrew",Labour
479,Bootle,1933-09-28,5187,1990-11-08,M,"Benton, Mr Joe",Labour
17,Buckingham,1963-01-19,2868,1997-05-01,M,"Bercow, John",Conservative
103,Mole Valley,1946-04-06,4693,1992-04-09,M,"Beresford, Sir Paul",Conservative
219,Kingswood,1948-07-04,4693,1992-04-09,M,"Berry, Roger",Labour
416,Leeds North West,1937-12-18,2868,1997-05-01,M,"Best, Mr Harold",Labour
394,"Sheffield, Attercliffe",1950-01-13,4693,1992-04-09,M,"Betts, Mr Clive",Labour
322,Wolverhampton South East,1942-08-26,6433,1987-06-11,M,"Bilston, L.",Labour
329,Erewash,1949-09-26,2868,1997-05-01,F,"Blackman, Liz",Labour
512,Sedgefield,1953-05-06,7872,1983-06-09,M,"Blair, Mr Tony",Labour
456,Salford,1956-05-14,2868,1997-05-01,F,"Blears, Hazel",Labour
497,Penrith and The Border,1953-05-16,7823,1983-07-28,M,"Blencathra, L.",Conservative
138,Waveney,1950-05-31,2868,1997-05-01,M,"Blizzard, Mr Bob",Labour
395,"Sheffield, Brightside",1947-06-06,6433,1987-06-11,M,"Blunkett, L.",Labour
104,Reigate,1960-07-15,2868,1997-05-01,M,"Blunt, Crispin",Conservative
147,Brent South,1951-06-14,6433,1987-06-11,M,"Boateng, L.",Labour
476,South Ribble,1952-08-02,2868,1997-05-01,M,"Borrow, Mr David S.",Labour
352,Daventry,1942-12-02,6433,1987-06-11,M,"Boswell of Aynho, L.",Conservative
117,Worthing West,1944-07-30,10724,1975-06-26,M,"Bottomley, Sir Peter",Conservative
106,South West Surrey,1948-03-12,7543,1984-05-03,F,"Bottomley of Nettlestone, B.",Conservative
452,"Manchester, Withington",1950-05-17,6433,1987-06-11,M,"Bradley, L.",Labour
277,The Wrekin,1953-04-12,2868,1997-05-01,M,"Bradley, Peter",Labour
230,Exeter,1960-08-30,2868,1997-05-01,M,"Bradshaw, Mr Ben",Labour
435,Altrincham and Sale West,1967-05-20,2868,1997-05-01,M,"Brady, Sir Graham",Conservative
151,Carshalton and Wallington,1962-05-06,2868,1997-05-01,M,"Brake, Tom",Liberal Democrat
77,Canterbury,1953-07-24,6433,1987-06-11,M,"Brazier, Sir Julian",Conservative
226,South East Cornwall,1947-05-04,2868,1997-05-01,M,"Breed, Mr Colin",Liberal Democrat
1400,Cardiff West,1959-10-16,1394,2001-06-07,M,"Brennan, Kevin",Labour
1431,Mid Dorset and North Poole,1947-06-07,1394,2001-06-07,F,"Brooke, Annette",Liberal Democrat
591,Dunfermline East,1951-02-20,7872,1983-06-09,M,"Brown, Mr Gordon",Labour
523,Newcastle upon Tyne East and Wallsend,1950-06-13,7872,1983-06-09,M,"Brown, Mr Nicholas",Labour
588,Dumfries,1951-09-17,2868,1997-05-01,M,"Brown, Mr Russell",Labour
620,Kilmarnock and Loudoun,1952-03-22,2868,1997-05-01,M,"Browne of Ladyton, L.",Labour
236,Tiverton and Honiton,1946-12-04,4693,1992-04-09,F,"Browning, B.",Conservative
615,Gordon,1944-11-17,7872,1983-06-09,M,"Bruce of Bennachie, L.",Liberal Democrat
1446,Rhondda,1962-01-11,1394,2001-06-07,M,"Bryant, Chris",Labour
199,Regent's Park and Kensington North,1958-08-30,2868,1997-05-01,F,"Buck, Ms Karen",Labour
301,"Birmingham, Northfield",1954-09-01,4693,1992-04-09,M,"Burden, Richard",Labour
408,Elmet,1948-04-22,2868,1997-05-01,M,"Burgon, Colin",Labour
238,Torridge and West Devon,1945-09-19,2868,1997-05-01,M,"Burnett, L.",Liberal Democrat
1427,Leigh,1970-01-07,1394,2001-06-07,M,"Burnham, Andy",Labour
46,West Chelmsford,1952-09-06,6433,1987-06-11,M,"Burns, Sir Simon",Conservative
1449,South Antrim,1951-08-24,1394,2001-06-07,M,"Burnside, David",Ulster Unionist Party
204,Sutton and Cheam,1962-05-13,2868,1997-05-01,M,"Burstow, Paul",Liberal Democrat
1201,North East Bedfordshire,1955-05-25,6398,1983-06-09,M,"Burt, Alistair",Conservative
241,Bournemouth West,1941-02-14,7872,1983-06-09,M,"Butterfill, Sir John",Conservative
524,North Tyneside,1953-04-13,4693,1992-04-09,M,"Byers, Mr Stephen",Labour
1171,"Birmingham, Hodge Hill",1970-10-02,260,2004-07-15,M,"Byrne, Liam",Labour
207,Twickenham,1943-05-09,2868,1997-05-01,M,"Cable, Sir Vince",Liberal Democrat
396,Sheffield Central,1943-10-06,7872,1983-06-09,M,"Caborn, Mr Richard",Labour
1421,Greenock and Inverclyde,1966-08-07,1394,2001-06-07,M,"Cairns, David",Labour
1403,Cheadle,1948-09-19,1394,2001-06-07,F,"Calton, Mrs Patsy",Liberal Democrat
1467,Witney,1966-10-09,1394,2001-06-07,M,"Cameron, Mr David",Conservative
529,Tynemouth,1957-07-08,2868,1997-05-01,M,"Campbell, Mr Alan",Labour
118,Cambridge,1940-04-06,4693,1992-04-09,F,"Campbell, Mrs Anne",Labour
1409,East Londonderry,1953-02-15,1394,2001-06-07,M,"Campbell, Mr Gregory",Democratic Unionist Party
514,Blyth Valley,1943-08-14,6433,1987-06-11,M,"Campbell, Mr Ronnie",Labour
627,North East Fife,1941-05-22,6433,1987-06-11,M,"Campbell of Pittenweem, L.",Liberal Democrat
135,Not serving on 2005-04-01,1946-06-28,3429,1992-04-09,M,"Cann, Mr Jamie",Labour
27,Hove,1958-11-08,2868,1997-05-01,M,"Caplin, Mr Ivor",Labour
1442,Orkney and Shetland,1965-07-15,1394,2001-06-07,M,"Carmichael, Mr Alistair",Liberal Democrat
213,Wimbledon,1960-05-22,2868,1997-05-01,M,"Casale, Roger",Labour
288,Stone,1940-05-10,7543,1984-05-03,M,"Cash, Sir William",Conservative
566,Gower,1951-06-15,2868,1997-05-01,M,"Caton, Martin",Labour
369,Brigg and Goole,1960-04-14,2868,1997-05-01,M,"Cawsey, Mr Ian",Labour
1434,Morley and Rothwell,1953-06-12,1394,2001-06-07,M,"Challen, Colin",Labour
492,Wirral South,1940-07-08,2908,1997-02-27,M,"Chapman, Ben",Labour
153,Chipping Barnet,1935-10-17,10674,1970-06-18,M,"Chapman, Sir Sydney",Conservative
440,Bury North,1949-08-03,2868,1997-05-01,M,"Chaytor, Mr David",Labour
50,Eastleigh,1942-07-09,3902,1994-06-09,M,"Chidgey, L.",Liberal Democrat
242,Christchurch,1947-05-19,6047,1983-06-09,M,"Chope, Sir Christopher",Conservative
388,Barnsley West and Penistone,1943-05-15,4693,1992-04-09,M,"Clapham, Mr Michael",Labour
67,Hertsmere,1956-09-14,4693,1992-04-09,M,"Clappison, Mr James",Conservative
122,Peterborough,1954-12-23,2868,1997-05-01,F,"Clark, Mrs Helen",Labour
83,Gillingham,1957-04-29,2868,1997-05-01,M,"Clark, Paul",Labour
599,"Edinburgh, Pentlands",1949-02-26,2868,1997-05-01,F,"Clark of Calton, B.",Labour
130,Norwich South,1950-09-21,2868,1997-05-01,M,"Clarke, Mr Charles",Labour
366,Rushcliffe,1940-07-02,12518,1970-06-18,M,"Clarke, Mr Kenneth",Conservative
583,Coatbridge and Chryston,1941-01-10,8195,1982-06-24,M,"Clarke, Mr Tom",Labour
355,Northampton South,1963-09-06,2868,1997-05-01,M,"Clarke, Mr Tony",Labour
528,Tyne Bridge,1943-06-27,6962,1985-12-05,M,"Clelland, Mr David",Labour
249,Cotswold,1953-03-23,4693,1992-04-09,M,"Clifton-Brown, Sir Geoffrey",Conservative
553,Cynon Valley,1937-03-21,7543,1984-05-03,F,"Clwyd, Ann",Labour
360,Gedling,1953-06-17,2868,1997-05-01,M,"Coaker, Vernon",Labour
458,Stockport,1946-08-31,4693,1992-04-09,F,"Coffey, Ann",Labour
192,Leyton and Wanstead,1949-12-10,7872,1983-06-09,M,"Cohen, Harry",Labour
174,Hammersmith and Fulham,1958-01-18,2868,1997-05-01,M,"Coleman, Mr Iain",Labour
498,Westmorland and Lonsdale,1964-05-07,2868,1997-05-01,M,"Collins, Mr Tim",Conservative
198,Putney,1943-07-24,2868,1997-05-01,M,"Colman, Mr Tony",Labour
602,Falkirk East,1947-09-03,4693,1992-04-09,M,"Connarty, Michael",Labour
1202,Old Bexley and Sidcup,1953-02-15,6398,1983-06-09,M,"Conway, Derek",Conservative
504,Stockton North,1935-11-03,7872,1983-06-09,M,"Cook, Frank",Labour
623,Livingston,1946-02-28,11187,1974-02-28,M,"Cook, Mr Robin",Labour
420,Pontefract and Castleford,1969-03-20,2868,1997-05-01,F,"Cooper, Yvette",Labour
185,Islington North,1949-05-26,7872,1983-06-09,M,"Corbyn, Jeremy",Labour
282,South Staffordshire,1939-05-18,12518,1970-06-18,M,"Cormack, L.",Conservative
215,Bristol East,1942-05-05,4693,1992-04-09,F,"Corston, B.",Labour
3786,Weston-Super-Mare,1936-08-24,2868,1997-05-01,M,"Cotter, L.",Liberal Democrat
521,Newcastle upon Tyne Central,1944-02-23,6433,1987-06-11,M,"Cousins, Jim",Labour
205,Tooting,1930-01-19,12518,1970-06-18,M,"Cox, Tom",Labour
368,Beverley and Holderness,1944-01-28,6433,1987-06-11,M,"Cran, Mr James",Conservative
309,Dudley North,1948-07-23,2868,1997-05-01,M,"Cranston, Sir Ross",Labour
437,Bolton North East,1946-06-17,2868,1997-05-01,M,"Crausby, Sir David",Labour
1406,Dagenham,1962-04-07,1394,2001-06-07,M,"Cruddas, Jon",Labour
412,Keighley,1939-12-14,2868,1997-05-01,F,"Cryer, Mrs Ann",Labour
181,Hornchurch,1964-04-11,2868,1997-05-01,M,"Cryer, John",Labour
509,Easington,1943-07-06,6433,1987-06-11,M,"Cummings, John",Labour
308,Coventry South,1941-02-04,4693,1992-04-09,M,"Cunningham, Mr Jim",Labour
1469,Workington,1952-09-16,1394,2001-06-07,M,"Cunningham, Sir Tony",Labour
496,Copeland,1939-08-04,12518,1970-06-18,M,"Cunningham of Felling, L.",Labour
383,Skipton and Ripon,1944-06-13,6433,1987-06-11,M,"Curry, Mr David",Conservative
480,Crosby,1958-04-30,2868,1997-05-01,F,"Curtis-Thomas, Mrs Claire",Labour
1395,Not serving on 2005-04-01,1957-07-20,741,2001-06-07,M,"Daisley, Mr Paul",Labour
622,Linlithgow,1932-08-09,15383,1962-06-14,M,"Dalyell, Tam",Labour
596,Edinburgh Central,1953-11-28,6433,1987-06-11,M,"Darling of Roulanish, L.",Labour
188,Kingston and Surbiton,1965-12-25,2868,1997-05-01,M,"Davey, Sir Edward",Liberal Democrat
218,Bristol West,1940-04-16,2868,1997-05-01,F,"Davey, Valerie",Labour
1398,Caerphilly,1957-07-01,1394,2001-06-07,M,"David, Wayne",Labour
611,"Glasgow, Pollok",1950-09-08,4693,1992-04-09,M,"Davidson, Mr Ian",Labour
539,Llanelli,1938-10-09,12518,1970-06-18,M,"Davies, Denzil",Labour
155,Croydon Central,1960-05-03,2868,1997-05-01,M,"Davies, Geraint",Labour
346,Grantham and Stamford,1944-05-29,6433,1987-06-11,M,"Davies of Stamford, L.",Conservative
373,Haltemprice and Howden,1948-12-23,6433,1987-06-11,M,"Davis, Mr David",Conservative
299,Not serving on 2005-04-01,1938-01-05,10067,1971-05-01,M,"Davis, Mr Terry",Labour
470,Lancaster and Wyre,1953-09-30,2868,1997-05-01,M,"Dawson, Mr Hilton",Labour
278,Burton,1949-01-28,2868,1997-05-01,F,"Dean, Mrs Janet",Labour
4154,Suffolk Coastal,1939-11-26,10674,1970-06-18,M,"Deben, L.",Conservative
61,"Southampton, Itchen",1953-07-15,4693,1992-04-09,M,"Denham, Mr John",Labour
1420,Gloucester,1971-09-17,1394,2001-06-07,M,"Dhanda, Mr Parmjit",Labour
179,Hendon,1954-09-02,2868,1997-05-01,M,"Dismore, Mr Andrew",Labour
1425,Huntingdon,1965-06-03,1394,2001-06-07,M,"Djanogly, Mr Jonathan",Conservative
446,Heywood and Middleton,1941-05-26,2868,1997-05-01,M,"Dobbin, Jim",Labour
180,Holborn and St Pancras,1940-03-15,9343,1979-05-03,M,"Dobson, Frank",Labour
1388,Belfast North,1958-08-20,1394,2001-06-07,M,"Dodds, Nigel",Democratic Unionist Party
1465,West Tyrone,1945-07-18,1394,2001-06-07,M,"Doherty, Mr Pat",Sinn Féin
650,Lagan Valley,1962-12-07,2868,1997-05-01,M,"Donaldson, Sir Jeffrey M.",Democratic Unionist Party
586,Cunninghame South,1948-09-10,4693,1992-04-09,M,"Donohoe, Mr Brian H.",Labour
570,Aberdeen Central,1949-04-13,4608,1987-06-11,M,"Doran, Mr Frank",Labour
336,Charnwood,1952-03-25,9343,1979-05-03,M,"Dorrell, Mr Stephen",Conservative
1422,Guildford,1948-04-13,1394,2001-06-07,F,"Doughty, Sue",Liberal Democrat
189,Lewisham West,1951-03-05,4693,1992-04-09,M,"Dowd, Jim",Labour
252,Stroud,1952-04-13,2868,1997-05-01,M,"Drew, Dr David",Labour
263,South Swindon,1962-08-23,2868,1997-05-01,F,"Drown, Julia",Labour
343,Rutland and Melton,1957-03-31,4693,1992-04-09,M,"Duncan, Sir Alan",Conservative
1417,Galloway and Upper Nithsdale,1965-07-10,1394,2001-06-07,M,"Duncan, Mr Peter",Conservative
152,Chingford and Woodford Green,1954-04-09,4693,1992-04-09,M,"Duncan Smith, Mr Iain",Conservative
426,Crewe and Nantwich,1930-12-12,12707,1966-03-31,F,"Dunwoody, Mrs Gwyneth",Labour
491,Wallasey,1961-02-17,4693,1992-04-09,F,"Eagle, Ms Angela",Labour
483,"Liverpool, Garston",1961-02-17,2868,1997-05-01,F,"Eagle, Maria",Labour
543,Monmouth,1953-04-12,3173,1991-05-16,M,"Edwards, Mr Huw",Labour
165,Eltham,1958-07-10,2868,1997-05-01,M,"Efford, Clive",Labour
484,"Liverpool, Riverside",1945-11-14,2868,1997-05-01,F,"Ellman, Mrs Louise",Labour
387,Barnsley East and Mexborough,1952-11-13,2985,1996-12-12,M,"Ennis, Jeff",Labour
526,Sunderland North,1941-07-17,4693,1992-04-09,M,"Etherington, Bill",Labour
474,Ribble Valley,1957-11-10,4693,1992-04-09,M,"Evans, Mr Nigel",Conservative
1443,Perth,1960-08-20,1394,2001-06-07,F,"Ewing, Annabelle",Scottish National Party
280,Lichfield,1950-06-12,4693,1992-04-09,M,"Fabricant, Michael",Conservative
88,Sevenoaks,1952-05-14,6047,1983-06-09,M,"Fallon, Sir Michael",Conservative
1436,Newcastle-under-Lyme,1962-03-02,1394,2001-06-07,M,"Farrelly, Paul",Labour
478,Birkenhead,1942-07-16,9343,1979-05-03,M,"Field, Frank",Labour
1405,Cities of London and Westminster,1964-10-06,1394,2001-06-07,M,"Field, Mark",Conservative
285,Stoke-on-Trent Central,1944-10-29,7872,1983-06-09,M,"Fisher, Mark",Labour
197,Poplar and Canning Town,1952-04-04,2868,1997-05-01,M,"Fitzpatrick, Jim",Labour
455,Rochdale,1967-08-06,2868,1997-05-01,F,"Fitzsimons, Mrs Lorna",Labour
4211,Arundel and South Downs,1948-06-16,2868,1997-05-01,M,"Flight, L.",Independent Conservative
389,Don Valley,1961-09-20,2868,1997-05-01,F,"Flint, Caroline",Labour
1459,Taunton,1963-07-09,1394,2001-06-07,M,"Flook, Mr Adrian",Conservative
545,Newport West,1935-02-09,6433,1987-06-11,M,"Flynn, Paul",Labour
72,Stevenage,1942-12-25,2868,1997-05-01,F,"Follett, Barbara",Labour
149,Bromley and Chislehurst,1944-09-09,7872,1983-06-09,M,"Forth, Mr Eric",Conservative
271,Worcester,1963-03-14,2868,1997-05-01,M,"Foster, Mr Michael",Labour
26,Hastings and Rye,1946-02-26,2868,1997-05-01,M,"Foster, Michael Jabez",Labour
214,Bath,1947-03-31,4693,1992-04-09,M,"Foster of Bath, L.",Liberal Democrat
506,Bishop Auckland,1937-06-25,9343,1979-05-03,M,"Foster of Bishop Auckland, L.",Labour
579,"Carrick, Cumnock and Doon Valley",1942-01-21,9343,1979-05-03,M,"Foulkes of Cumnock, L.",Labour
223,Woodspring,1961-09-22,4693,1992-04-09,M,"Fox, Dr Liam",Conservative
134,Central Suffolk and North Ipswich,1938-10-17,7872,1983-06-09,M,"Framlingham, L.",Independent
1382,Aberavon,1946-06-06,1394,2001-06-07,M,"Francis, Dr Hywel",Labour
1444,Rayleigh,1965-08-14,1394,2001-06-07,M,"Francois, Mr Mark",Conservative
