member_id,score,constituency,date_of_birth,days_service,first_start_date,gender,list_name,party,maj_score
489,0.9326018297368932,St Helens North,1951-08-26,2868,1997-05-01,M,"Watts, L.",Labour,0.9906575802035769
20,0.9234753873519614,North East Milton Keynes,1957-05-05,2868,1997-05-01,M,"White, Brian",Labour,0.9852581542845222
62,0.9317691430784527,"Southampton, Test",1950-09-15,2868,1997-05-01,M,"Whitehead, Dr Alan",Labour,0.9931033551974519
156,0.9329377194754909,Croydon North,1947-07-01,4693,1992-04-09,M,"Wicks, Malcolm",Labour,0.9947968373731666
569,0.9290577490351272,Swansea West,1930-10-14,14549,1964-10-15,M,"Williams, Mr Alan",Labour,0.9782319300525031
548,0.9214851976964743,Conwy,1944-07-31,2868,1997-05-01,F,"Williams, Mrs Betty",Labour,0.9770987335365017
260,0.43134921136319837,North Swindon,1952-05-20,2868,1997-05-01,M,"Wills, L.",Labour,0.45171673819742486
585,0.9527736175761111,Cunninghame North,1948-12-13,6433,1987-06-11,M,"Wilson, Mr Brian",Labour,0.991365617924369
316,0.9217033713401938,Walsall North,1933-06-26,10863,1966-03-31,M,"Winnick, Mr David",Labour,0.9785220920294965
390,0.9344480813860143,Doncaster Central,1958-08-10,2868,1997-05-01,F,"Winterton, Dame Rosie",Labour,0.9933782214758142
401,0.8942858135374916,Batley and Spen,1946-03-03,2868,1997-05-01,M,"Wood, Mike",Labour,0.9326669678488064
98,0.9424629641484609,St Helens South,1958-10-26,2868,1997-05-01,M,"Woodward, Mr Shaun",Labour,0.9971331594154114
453,0.9288982708036599,Oldham East and Saddleworth,1959-12-11,2868,1997-05-01,M,"Woolas, Mr Phil",Labour,0.9962953833661987
581,0.9369093178605318,Clydebank and Milngavie,1941-10-11,6433,1987-06-11,M,"Worthington, Tony",Labour,0.9879663481634551
606,0.9182005408468881,"Glasgow, Baillieston",1938-04-28,6433,1987-06-11,M,"Wray, Mr Jimmy",Labour,0.9638494552657642
125,0.9261191964324843,Great Yarmouth,1954-08-12,2868,1997-05-01,M,"Wright, Mr Anthony",Labour,0.9841241661525625
1461,0.9320595150407976,Telford,1966-12-22,1394,2001-06-07,M,"Wright, David",Labour,0.9921513643504742
1478,0.9141451807335788,Hartlepool,1972-05-09,183,2004-09-30,M,"Wright, Mr Iain",Labour,0.9836333354685798
279,0.9198279090624981,Cannock Chase,1948-03-11,4693,1992-04-09,M,"Wright, Dr Tony",Labour,0.9722388221872112
89,0.9280832251183392,Sittingbourne and Sheppey,1949-12-04,2868,1997-05-01,M,"Wyatt, Derek",Labour,0.9819989079572341
493,0.9385362107639798,Wirral West,1957-05-27,2868,1997-05-01,M,"Hesford, Stephen",Labour,0.992133669127653
340,0.9378964661109246,Leicester West,1948-12-02,2868,1997-05-01,F,"Hewitt, Ms Patricia",Labour,0.9924720833619782
1386,0.9359176923788646,Ashton-under-Lyne,1946-04-02,1394,2001-06-07,M,"Heyes, David",Labour,0.9898230485048245
203,0.9287155954345591,Streatham,1943-07-28,4693,1992-04-09,M,"Hill, Keith",Labour,0.9965298527734014
423,0.9012751846651867,Wakefield,1948-10-14,6433,1987-06-11,M,"Hinchliffe, Mr David",Labour,0.9521280644537996
140,0.9331586796009401,Barking,1944-09-08,3902,1994-06-09,F,"Hodge, Dame Margaret",Labour,0.9877576305179647
210,0.8187323589718816,Vauxhall,1946-06-21,5698,1989-06-15,F,"Hoey, Kate",Labour,0.8507105543227996
582,0.9193602174635934,Clydesdale,1948-05-16,6433,1987-06-11,M,"Hood, Mr Jim",Labour,0.971190370479996
357,0.9426359514487345,Ashfield,1953-12-06,4693,1992-04-09,M,"Hoon, Mr Geoffrey",Labour,0.9977936287251404
351,0.9324603659007978,Corby,1955-04-19,2868,1997-05-01,M,"Hope, Phil",Labour,0.9941485244204634
2,0.8691020524246783,Luton North,1941-08-22,2868,1997-05-01,M,"Hopkins, Kelvin",Labour,0.9112470119339814
481,0.9286216916017707,Knowsley North and Sefton East,1949-06-29,6619,1986-11-13,M,"Howarth, Mr George",Labour,0.9831667419622017
544,0.9358083339160247,Newport East,1944-06-11,7872,1983-06-09,M,"Howarth of Newport, L.",Labour,0.9944407273834972
556,0.9377532709985885,Pontypridd,1946-11-27,5810,1989-02-23,M,"Howells, Dr Kim",Labour,0.9933136187585052
467,0.43134921136319837,Chorley,1957-06-10,2868,1997-05-01,M,"Hoyle, Sir Lindsay",Labour,0.45171673819742486
391,0.9269609572941936,Doncaster North,1952-12-15,4693,1992-04-09,M,"Hughes, Mr Kevin",Labour,0.9852276012364072
459,0.9378561186378291,Stretford and Urmston,1950-03-30,2868,1997-05-01,F,"Hughes of Stretford, B.",Labour,0.9956657449659876
464,0.9341105221332014,Blackpool North and Fleetwood,1951-03-03,2868,1997-05-01,F,"Humble, Mrs Joan",Labour,0.990076321053347
32,0.909910614396009,Braintree,1945-09-02,2868,1997-05-01,M,"Hurst, Mr Alan",Labour,0.9596850542792223
494,0.9346505281761093,Barrow and Furness,1955-05-06,4693,1992-04-09,M,"Hutton of Furness, L.",Labour,0.9917654578953304
438,0.9050524474630516,Bolton South East,1940-07-05,2868,1997-05-01,M,"Iddon, Dr Brian",Labour,0.95704172381753
386,0.9113188587981064,Barnsley Central,1955-04-09,6433,1987-06-11,M,"Illsley, Mr Eric",Labour,0.9628049043500765
593,0.9364610435669757,East Kilbride,1947-02-01,6433,1987-06-11,M,"Ingram, Mr Adam",Labour,0.9867427190583141
1476,0.9209681810811569,Ogmore,1963-01-22,1142,2002-02-14,M,"Irranca-Davies, Huw",Labour,0.9839597981919459
175,0.8879083917215346,Hampstead and Highgate,1936-05-09,4693,1992-04-09,F,"Jackson, Glenda",Labour,0.9402708178483228
399,0.9359248491306885,"Sheffield, Hillsborough",1939-05-19,4693,1992-04-09,F,"Jackson, Helen",Labour,0.9937481954184427
97,0.0,Wantage,1946-09-24,7872,1983-06-09,M,"Jackson, Mr Robert",Labour,0.0
232,0.9344221556476497,"Plymouth, Devonport",1947-05-18,4693,1992-04-09,M,"Jamieson, Mr David",Labour,0.9973640227797952
289,0.9242965269403796,Tamworth,1942-09-19,3230,1996-04-11,M,"Jenkins, Mr Brian",Labour,0.9860713259126366
376,0.9403380408065447,Kingston upon Hull West and Hessle,1950-05-17,2868,1997-05-01,M,"Johnson, Alan",Labour,1.0
74,0.9239116761571055,Welwyn Hatfield,1955-02-05,2868,1997-05-01,F,"Johnson, Miss Melanie",Labour,0.9959685054279223
432,0.9268713047476125,Warrington North,1954-12-24,2868,1997-05-01,F,"Jones, Helen",Labour,0.9783126521907509
560,0.9237490291021302,Cardiff Central,1954-04-19,4693,1992-04-09,M,"Jones, Mr Jon Owen",Labour,0.9732200977525733
1438,0.919851328129673,North Durham,1964-04-25,1394,2001-06-07,M,"Jones, Mr Kevan",Labour,0.9866597746520054
303,0.8294901555982964,"Birmingham, Selly Oak",1951-04-26,4693,1992-04-09,F,"Jones, Lynne",Labour,0.8701074566801879
531,0.9262974819149944,Clwyd South,1947-03-01,6433,1987-06-11,M,"Jones, Mr Martyn",Labour,0.9784458668578839
159,0.9426273755268666,Dulwich and West Norwood,1947-09-17,4693,1992-04-09,F,"Jowell, B.",Labour,1.0
603,0.9356882417015598,Falkirk West,1960-10-13,1538,2000-12-21,M,"Joyce, Eric",Labour,0.9974409182646321
451,0.9335134009283281,"Manchester, Gorton",1930-06-21,12518,1970-06-18,M,"Kaufman, Sir Gerald",Labour,0.9906008583690986
354,0.930975534085429,Northampton North,1951-10-13,2868,1997-05-01,F,"Keeble, Ms Sally",Labour,0.9890966396800623
169,0.9334083137665442,Feltham and Heston,1937-11-25,4693,1992-04-09,M,"Keen, Alan",Labour,0.9868988467908584
148,0.9377657164113511,Brentford and Isleworth,1948-11-26,2868,1997-05-01,F,"Keen, Ann",Labour,0.9942588140125385
146,0.9356801852331338,Brent North,1957-03-10,2868,1997-05-01,M,"Gardiner, Barry",Labour,0.9953271312914552
317,0.9374526615276064,Walsall South,1942-06-01,11187,1974-02-28,M,"George, Mr Bruce",Labour,0.9911567215838294
211,0.8750949740839729,Walthamstow,1942-07-03,4693,1992-04-09,M,"Gerrard, Mr Neil",Labour,0.9259076673239763
129,0.9038049547846551,Norwich North,1938-09-26,2868,1997-05-01,M,"Gibson, Dr Ian",Labour,0.952041416816323
233,0.9303653715838464,"Plymouth, Sutton",1949-07-19,2868,1997-05-01,F,"Gilroy, Linda",Labour,0.9964965925763414
304,0.9411285815028011,"Birmingham, Sparkbrook and Small Heath",1946-06-28,4693,1992-04-09,M,"Godsiff, Mr Roger",Labour,0.9858608900967817
462,0.9379826669353672,Wythenshawe and Sale East,1953-06-16,2868,1997-05-01,M,"Goggins, Paul",Labour,0.9975078033554428
10,0.9182433312349925,Reading East,1954-04-17,2868,1997-05-01,F,"Griffiths, Jane",Labour,0.979113018597997
600,0.9344036527755697,Edinburgh South,1955-05-20,6433,1987-06-11,M,"Griffiths, Nigel",Labour,0.9895232497744729
551,0.9268079430281538,Bridgend,1943-02-11,6433,1987-06-11,M,"Griffiths, Mr Win",Labour,0.9874963908368855
382,0.927847874671106,Selby,1961-02-24,2868,1997-05-01,M,"Grogan, John",Labour,0.9814769168309941
567,0.9323611232471505,Neath,1950-02-16,5040,1991-04-04,M,"Hain, L.",Labour,0.9919012812141421
434,0.9292579267311928,Weaver Vale,1952-09-20,4693,1992-04-09,M,"Hall, Mr Mike",Labour,0.9876030506067248
1,0.930257736303406,Bedford,1951-10-20,2868,1997-05-01,M,"Hall, Patrick",Labour,0.985297432085741
1432,0.9106368310289203,Midlothian,1950-10-24,1394,2001-06-07,M,"Hamilton, Mr David",Labour,0.9623727173272741
415,0.9387667946250345,Leeds North East,1955-04-12,2868,1997-05-01,M,"Hamilton, Fabian",Labour,0.9828363500653107
533,0.9308297415993133,Delyn,1957-07-05,4693,1992-04-09,M,"Hanson, David",Labour,0.9934271736846844
150,0.9355559824428344,Camberwell and Peckham,1950-07-30,8069,1982-10-28,F,"Harman, Ms Harriet",Labour,0.9940187280530628
1418,0.9263257678519004,"Glasgow, Cathcart",1964-02-20,1394,2001-06-07,M,"Harris, Mr Tom",Labour,0.9886431545311318
1430,0.927135012916097,Merthyr Tydfil and Rhymney,1950-02-07,1394,2001-06-07,M,"Havard, Mr Dai",Labour,0.977404083756015
400,0.9346906367630918,Wentworth,1960-02-13,2868,1997-05-01,M,"Healey, John",Labour,0.9962659482737621
522,0.9307698221854175,Newcastle upon Tyne North,1949-06-09,6433,1987-06-11,M,"Henderson, Mr Doug",Labour,0.9775227945381081
38,0.9343301024169149,Harwich,1958-06-07,2868,1997-05-01,M,"Henderson, Mr Ivan",Labour,0.9905570159431203
473,0.9265408028169448,Preston,1958-11-02,1566,2000-11-23,M,"Hendrick, Sir Mark",Labour,0.9915369728056933
520,0.9382995463847602,Jarrow,1959-12-06,2868,1997-05-01,M,"Hepburn, Mr Stephen",Labour,0.9910432139262123
363,0.9317040907938013,Nottingham East,1948-11-03,4693,1992-04-09,M,"Heppell, Mr John",Labour,0.9987084022101235
476,0.9311788132418188,South Ribble,1952-08-02,2868,1997-05-01,M,"Borrow, Mr David S.",Labour,0.9846340996692272
452,0.9399001836978843,"Manchester, Withington",1950-05-17,6433,1987-06-11,M,"Bradley, L.",Labour,0.9908182228884737
277,0.9328652936269285,The Wrekin,1953-04-12,2868,1997-05-01,M,"Bradley, Peter",Labour,0.9920125227208783
230,0.9337039735729581,Exeter,1960-08-30,2868,1997-05-01,M,"Bradshaw, Mr Ben",Labour,0.995825254351757
1400,0.9277747364841274,Cardiff West,1959-10-16,1394,2001-06-07,M,"Brennan, Kevin",Labour,0.9828661480686696
591,0.954057603008217,Dunfermline East,1951-02-20,7872,1983-06-09,M,"Brown, Mr Gordon",Labour,1.0
523,0.9385839325493193,Newcastle upon Tyne East and Wallsend,1950-06-13,7872,1983-06-09,M,"Brown, Mr Nicholas",Labour,0.9943693631650569
588,0.9420548418599765,Dumfries,1951-09-17,2868,1997-05-01,M,"Brown, Mr Russell",Labour,0.9956427820254099
620,0.93753443829067,Kilmarnock and Loudoun,1952-03-22,2868,1997-05-01,M,"Browne of Ladyton, L.",Labour,1.0
1446,0.9291233123905147,Rhondda,1962-01-11,1394,2001-06-07,M,"Bryant, Chris",Labour,0.9890099123469417
199,0.9250567970454077,Regent's Park and Kensington North,1958-08-30,2868,1997-05-01,F,"Buck, Ms Karen",Labour,0.9809292778503451
301,0.9288259442167812,"Birmingham, Northfield",1954-09-01,4693,1992-04-09,M,"Burden, Richard",Labour,0.9878309510327419
408,0.9200127046213156,Elmet,1948-04-22,2868,1997-05-01,M,"Burgon, Colin",Labour,0.9670313332772307
1427,0.9301604850622724,Leigh,1970-01-07,1394,2001-06-07,M,"Burnham, Andy",Labour,0.9938807671673819
524,0.9345208322347416,North Tyneside,1953-04-13,4693,1992-04-09,M,"Byers, Mr Stephen",Labour,1.0
1171,0.9093937993187472,"Birmingham, Hodge Hill",1970-10-02,260,2004-07-15,M,"Byrne, Liam",Labour,0.9902958714725207
396,0.9417049704879688,Sheffield Central,1943-10-06,7872,1983-06-09,M,"Caborn, Mr Richard",Labour,0.9952114998969206
1421,0.9323812241418621,Greenock and Inverclyde,1966-08-07,1394,2001-06-07,M,"Cairns, David",Labour,0.9940403993282327
529,0.9343827447050551,Tynemouth,1957-07-08,2868,1997-05-01,M,"Campbell, Mr Alan",Labour,0.9975658900696889
118,0.9300555917167552,Cambridge,1940-04-06,4693,1992-04-09,F,"Campbell, Mrs Anne",Labour,0.9891904723850532
514,0.9186786796216776,Blyth Valley,1943-08-14,6433,1987-06-11,M,"Campbell, Mr Ronnie",Labour,0.9640688153673069
135,0.8259336435360196,Not serving on 2005-04-01,1946-06-28,3429,1992-04-09,M,"Cann, Mr Jamie",Labour,0.7806866952789699
27,0.9332821121676245,Hove,1958-11-08,2868,1997-05-01,M,"Caplin, Mr Ivor",Labour,0.994072613385918
213,0.9298753332835002,Wimbledon,1960-05-22,2868,1997-05-01,M,"Casale, Roger",Labour,0.9889235704686348
566,0.9165033509014436,Gower,1951-06-15,2868,1997-05-01,M,"Caton, Martin",Labour,0.9681444361857721
369,0.9300232632066641,Brigg and Goole,1960-04-14,2868,1997-05-01,M,"Cawsey, Mr Ian",Labour,0.9851815334647952
1434,0.9219410546646202,Morley and Rothwell,1953-06-12,1394,2001-06-07,M,"Challen, Colin",Labour,0.9805207618586336
492,0.9320284886577453,Wirral South,1940-07-08,2908,1997-02-27,M,"Chapman, Ben",Labour,0.985325752117206
440,0.9171823360956717,Bury North,1949-08-03,2868,1997-05-01,M,"Chaytor, Mr David",Labour,0.9717743494567529
388,0.9027924705692509,Barnsley West and Penistone,1943-05-15,4693,1992-04-09,M,"Clapham, Mr Michael",Labour,0.9511430756809586
439,0.9115130609826858,Bolton West,1968-05-09,2868,1997-05-01,F,"Kelly, Ruth",Labour,0.9894813762723726
519,0.9312345081457823,Houghton and Washington East,1958-09-01,2868,1997-05-01,M,"Kemp, Mr Fraser",Labour,0.9955363642187035
486,0.9317168001574232,"Liverpool, Wavertree",1958-05-04,4693,1992-04-09,F,"Kennedy, Jane",Labour,0.994611466714471
162,0.9271858336530588,"Ealing, Southall",1924-11-20,4693,1992-04-09,M,"Khabra, Mr Piara S",Labour,0.9872045913231603
283,0.9246649181713986,Stafford,1955-03-21,2868,1997-05-01,M,"Kidney, Mr David",Labour,0.9877912634011572
485,0.9138800687245087,"Liverpool, Walton",1946-06-09,4949,1991-07-04,M,"Kilfoyle, Mr Peter",Labour,0.9641175875783654
292,0.9219801520536115,Rugby and Kenilworth,1948-09-14,2868,1997-05-01,M,"King, Andy",Labour,0.975018268646885
143,0.9269813017592197,Bethnal Green and Bow,1967-10-22,2868,1997-05-01,F,"King of Bow, B.",Labour,0.988502579044769
4160,0.9331209407297265,South Dorset,1965-03-06,1394,2001-06-07,M,"Knight of Weymouth, L.",Labour,0.9938395139123305
502,0.9369566536160459,Middlesbrough South and East Cleveland,1956-05-28,2998,1991-11-07,M,"Kumar, Dr Ashok",Labour,0.991064067910086
90,0.9307849563249758,South Thanet,1952-11-06,2868,1997-05-01,M,"Ladyman, Dr Stephen",Labour,0.9965040387132672
206,0.9343383000499237,Tottenham,1972-07-19,1720,2000-06-22,M,"Lammy, Mr David",Labour,0.9986154463085793
540,0.9330758279818998,Preseli Pembrokeshire,1948-08-09,2868,1997-05-01,F,"Lawrence, Mrs Jackie",Labour,0.98548661954052
327,0.9341528498534487,Derby North,1944-09-07,2868,1997-05-01,M,"Laxton, Mr Bob",Labour,0.9973608507253786
1411,0.9240607626953743,Edinburgh North and Leith,1953-08-08,1394,2001-06-07,M,"Lazarowicz, Mark",Labour,0.9839827361720596
24,0.9321694801764886,"Brighton, Pavilion",1945-09-15,2868,1997-05-01,M,"Lepper, David",Labour,0.990905253951142
422,0.9356219434825933,Shipley,1972-06-28,2868,1997-05-01,M,"Leslie, Mr Chris",Labour,0.9952374960972632
330,0.9315003194966459,High Peak,1954-04-10,2868,1997-05-01,M,"Levitt, Tom",Labour,0.9965040387132672
441,0.9447997288871093,Bury South,1967-03-04,2868,1997-05-01,M,"Lewis, Mr Ivan",Labour,0.9967748043423378
461,0.8639155305031058,Worsley,1935-12-29,7872,1983-06-09,M,"Lewis, Mr Terry",Labour,0.8954745948036684
573,0.950643842281231,Airdrie and Shotts,1950-12-06,3881,1994-06-30,F,"Liddell of Coatdyke, B.",Labour,0.9981158650797163
141,0.9276378200064074,Battersea,1944-08-11,2868,1997-05-01,M,"Linton, Martin",Labour,0.9966602034814056
450,0.921041411884515,Manchester Central,1950-02-25,7872,1983-06-09,M,"Lloyd, Tony",Labour,0.9733627565116157
164,0.9292033172824826,Edmonton,1949-03-21,2868,1997-05-01,M,"Love, Mr Andrew",Labour,0.991979137235908
1470,0.93702509702337,Wrexham,1960-09-18,1394,2001-06-07,M,"Lucas, Ian C.",Labour,0.9860713259126366
1407,0.9227781954195106,Dundee East,1951-10-08,1394,2001-06-07,M,"Luke, Mr Iain",Labour,0.9834688463778117
1457,0.9331008676811922,Strathkelvin and Bearsden,1949-07-11,1394,2001-06-07,M,"Lyons, Mr John",Labour,0.9828904514047422
4158,0.9211551997486219,"Glasgow, Rutherglen",1943-12-14,6433,1987-06-11,M,"McAvoy, L.",Labour,0.9857160673277886
298,0.9290864663515785,"Birmingham, Hall Green",1955-08-04,2868,1997-05-01,M,"McCabe, Steve",Labour,0.9886300706077806
405,0.9078936853778024,Calder Valley,1945-10-14,2868,1997-05-01,F,"McCafferty, Chris",Labour,0.9527482478684258
448,0.9462940694600673,Makerfield,1951-04-25,6433,1987-06-11,M,"McCartney, Sir Ian",Labour,0.9982454935622317
193,0.9388612283938425,Mitcham and Morden,1960-02-20,2868,1997-05-01,F,"McDonagh, Siobhain",Labour,0.9963243580214352
641,0.9325399940044414,Western Isles,1956-05-07,6433,1987-06-11,M,"MacDonald, Dr Calum",Labour,0.9887819281472618
178,0.791217916728936,Hayes and Harlington,1951-09-08,2868,1997-05-01,M,"McDonnell, John",Labour,0.8203285019840715
1402,0.9331956208162108,Central Fife,1947-12-08,1394,2001-06-07,M,"MacDougall, Mr John",Labour,0.9930065910484365
4148,0.9262613254205857,Dumbarton,1944-10-04,6433,1987-06-11,M,"McFall of Alcluith, L.",Labour,0.9851997156323231
636,0.9291703779131876,Stirling,1949-05-26,2868,1997-05-01,F,"McGuire, Dame Anne",Labour,0.988965368315923
370,0.9287922468517007,Cleethorpes,1960-04-03,2868,1997-05-01,F,"McIsaac, Shona",Labour,0.9967748043423378
1419,0.9322644647620272,"Glasgow, Maryhill",1961-04-22,1394,2001-06-07,F,"McKechin, Ann",Labour,0.9880807986564657
584,0.9287991031265583,Cumbernauld and Kilsyth,1941-05-08,2868,1997-05-01,F,"McKenna, Rosemary",Labour,0.9885774320457796
45,0.8959148913876017,Thurrock,1949-04-24,4693,1992-04-09,M,"Mackinlay, Andrew",Labour,0.9417872092407142
375,0.8680801156238303,Kingston upon Hull North,1934-09-05,14080,1966-01-27,M,"McNamara, Mr Kevin",Labour,0.9072318993045534
176,0.9230297137198347,Harrow East,1958-11-03,2868,1997-05-01,M,"McNulty, Mr Tony",Labour,0.9904170216414031
